marital_status,app_mode,course,daytime_evening,previous_qualification,previous_grade,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,Displaced,special_needs,debtor,fees_to_date,gender,scholarship,enrollment_age,international,unemployment_rate,inflation_rate,gdp,target,enrolled_units,units_evaluations,aproved_units,grade
1,17,9500,1,1,135,1,19,38,9,9,129.2,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate,15,16,15,13.88674604
1,1,9500,1,1,162,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate,15,16,15,14.29722222
1,1,9853,1,1,143,1,19,3,4,4,147.2,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate,14,14,14,15.35714286
1,51,9147,1,1,130,1,1,1,4,4,120,0,0,0,1,0,0,21,0,11.1,0.6,2.02,Enrolled,10,20,8,12.73333334
1,17,9070,1,1,136,1,1,37,4,5,130.8,0,0,0,1,0,0,20,0,10.8,1.4,1.74,Enrolled,12,14,12,12
1,16,9070,1,1,125,1,1,1,4,4,120.8,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate,12,12,12,13.66666667
1,17,9500,1,1,132,1,19,37,3,5,125.4,1,0,0,0,0,1,20,0,11.1,0.6,2.02,Enrolled,15,17,14,13.31357143
1,1,8014,0,1,123,1,34,37,9,90,121.3,1,0,0,1,0,0,25,0,7.6,2.6,0.32,Graduate,12,12,12,12.83333333
1,1,9147,1,1,142,1,19,19,9,9,127,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate,10,18,9,11.8
1,1,171,1,1,147,1,12,19,9,3,151.6,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate,0,0,0,0
1,1,9085,1,1,140,6,1,19,4,7,131.6,1,0,0,1,0,0,20,1,12.4,0.5,1.79,Enrolled,14,25,12,13.95714286
1,1,9238,1,1,133.1,1,19,19,9,9,106,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate,12,14,12,12.92857143
1,18,9773,1,1,114,1,1,1,9,9,111.6,1,0,0,1,0,1,21,0,11.1,0.6,2.02,Graduate,12,12,12,12
1,17,9670,1,1,125,1,1,3,4,3,117.3,1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate,12,17,11,14
1,17,9853,1,1,127,1,1,1,5,7,121.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Dropout,14,17,13,12.36904762
1,1,9070,1,1,132,1,1,3,9,7,126.1,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate,12,12,12,15.58333333
1,1,9500,1,1,148,1,19,19,4,5,137,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate,16,16,16,14.25
1,43,9670,1,1,139,1,3,19,3,5,120.8,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Dropout,12,0,0,0
1,17,9254,1,1,136,1,39,3,3,3,128.7,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Dropout,12,18,12,11.33333333
1,39,9238,1,9,133.1,1,34,34,0,0,118,0,0,0,1,0,0,47,0,7.6,2.6,0.32,Dropout,11,22,0,0
1,43,9130,1,1,120,6,1,3,9,2,120,0,0,1,1,0,0,21,1,10.8,1.4,1.74,Enrolled,10,16,7,12.85
2,39,9130,1,1,130,1,37,37,9,6,160,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,Dropout,12,23,3,11
2,39,9119,1,1,110,1,37,37,90,5,150,1,0,0,1,1,0,46,0,7.6,2.6,0.32,Dropout,10,11,0,0
1,1,9119,1,1,133,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Enrolled,10,19,6,11.5
1,17,9119,1,1,138,1,3,3,3,4,125.4,1,1,0,1,1,0,19,0,8.9,1.4,3.51,Dropout,10,19,7,12.04166667
1,51,9556,1,1,131,1,1,37,152,193,126.6,1,0,0,1,1,0,23,0,8.9,1.4,3.51,Enrolled,14,24,7,12.95714286
1,44,9130,1,39,150,1,3,1,2,8,150,0,0,0,0,1,0,22,0,12.7,3.7,-1.7,Dropout,10,10,0,0
1,1,9147,1,1,125,1,38,1,3,10,114.5,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate,10,12,10,13.1
1,1,9147,1,1,108,41,3,3,9,9,107,0,0,1,0,0,0,19,1,8.9,1.4,3.51,Dropout,10,19,0,0
1,17,9147,1,1,116,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,8.9,1.4,3.51,Enrolled,10,21,8,12.75
1,39,9130,1,1,133.1,1,3,34,3,0,120,0,0,1,0,1,0,29,0,9.4,-0.8,-3.12,Dropout,10,17,0,0
1,1,9500,1,1,147,1,37,38,9,5,134.8,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate,14,14,12,14.01666667
1,1,9238,1,1,143,1,38,34,9,9,133.6,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate,12,17,10,11.1
1,1,171,1,1,115,1,37,37,9,8,129,1,0,1,0,0,1,23,0,9.4,-0.8,-3.12,Dropout,0,0,0,0
2,39,9991,0,1,160,1,1,1,194,131,128.4,0,0,0,1,0,0,34,0,12.4,0.5,1.79,Graduate,10,23,10,11.2
1,17,9147,1,1,118,1,19,19,9,9,122.2,0,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate,10,20,7,10.45833333
1,1,9085,1,1,122,1,1,1,2,5,113.3,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled,10,17,9,13.48214286
1,17,9500,1,1,143,1,1,19,4,4,129.9,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate,15,15,15,14.01026785
1,1,9500,1,1,133,1,3,3,1,1,126.2,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate,15,20,14,13.29243056
1,5,9853,1,1,122,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,12.7,3.7,-1.7,Enrolled,12,19,9,11.925
1,1,9238,1,1,164,1,19,19,9,9,149,1,0,0,1,0,1,23,0,10.8,1.4,1.74,Graduate,12,13,12,14.01190477
2,39,9500,1,1,133.1,1,1,19,9,9,120,0,0,0,1,1,1,34,0,12.7,3.7,-1.7,Graduate,16,16,14,13.84285714
1,17,9119,1,1,127,1,19,19,5,5,120.4,1,0,1,0,1,0,18,0,9.4,-0.8,-3.12,Enrolled,10,20,0,0
1,1,9773,1,1,140,1,1,39,4,1,128.1,1,1,0,1,1,0,21,0,16.2,0.3,-0.92,Dropout,12,15,5,5.9
1,1,9238,1,1,127,1,1,19,4,3,141.7,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Dropout,12,12,12,13.25
1,39,9003,1,12,133.1,1,37,1,9,10,130,0,0,0,1,1,0,28,0,11.1,0.6,2.02,Dropout,12,12,0,0
1,5,9119,1,1,115,1,19,37,4,6,113.3,1,0,0,1,1,0,23,0,7.6,2.6,0.32,Dropout,10,12,0,0
1,1,9773,1,1,108,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,7.6,2.6,0.32,Dropout,12,24,6,10.375
1,18,9119,1,1,136,1,1,2,5,4,122.7,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Dropout,10,16,8,12.925
1,39,9147,1,12,133.1,1,19,38,9,9,120,1,0,1,0,1,0,28,0,9.4,-0.8,-3.12,Dropout,10,10,0,0
1,44,9070,1,39,120,1,1,19,5,8,119.8,0,0,0,1,1,0,21,0,12.4,0.5,1.79,Dropout,16,17,9,12.07142857
1,39,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,13.9,-0.3,0.79,Dropout,12,16,5,14.25
1,44,9085,1,39,160,1,1,1,5,4,160,1,1,0,0,1,0,19,0,12.4,0.5,1.79,Dropout,12,17,12,13.75
1,1,9500,1,1,128,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate,15,16,15,14.86920635
1,39,9119,1,3,130,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,10.8,1.4,1.74,Dropout,8,3,0,0
1,39,9119,1,19,133.1,1,37,38,3,7,96.7,0,0,0,1,1,1,29,0,12.4,0.5,1.79,Dropout,10,13,0,0
1,18,9254,1,1,137,1,19,19,4,5,126.9,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate,12,14,11,13.32857143
1,1,171,1,1,163,1,19,1,9,7,143.1,0,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate,0,0,0,0
1,1,9254,1,1,125,1,1,1,191,193,114.5,0,0,0,1,1,0,20,0,8.9,1.4,3.51,Graduate,12,15,12,12.82142857
2,39,9119,1,1,120,1,34,34,0,0,140,1,0,0,1,1,0,33,0,9.4,-0.8,-3.12,Dropout,10,23,3,15.5
1,42,9991,0,1,150,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,16.2,0.3,-0.92,Graduate,26,30,23,11.5224359
1,1,9556,1,1,135,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,16.2,0.3,-0.92,Enrolled,15,25,11,11.39166666
1,1,9003,1,1,148,1,1,19,194,194,143.5,0,0,1,1,1,0,18,0,8.9,1.4,3.51,Graduate,12,14,9,14.75
1,1,9500,1,1,138,1,38,38,9,9,126.8,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,Graduate,15,21,15,13.23888889
1,17,9070,1,1,119,1,38,19,9,9,115.2,0,0,0,1,1,1,21,0,15.5,2.8,-4.06,Dropout,12,15,9,11.25
1,39,9556,1,1,130,1,19,19,4,5,100,0,0,0,1,1,1,25,0,15.5,2.8,-4.06,Dropout,14,14,2,5
1,1,9670,1,1,135,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate,10,12,8,11.96666667
1,44,9070,1,39,120,1,19,1,9,3,120,1,0,0,1,1,0,23,0,16.2,0.3,-0.92,Dropout,16,18,12,12.17142857
1,17,9070,1,1,126,1,38,38,9,8,129.9,1,0,0,1,1,1,19,0,12.4,0.5,1.79,Graduate,12,13,11,13.43333334
1,1,171,1,1,149,1,3,2,2,5,151.1,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate,0,0,0,0
1,39,9003,1,1,110,1,19,37,9,6,120,0,0,1,0,1,0,31,0,16.2,0.3,-0.92,Dropout,12,25,1,5.5
1,39,9003,1,1,133.1,1,37,37,4,7,130,0,0,1,0,1,0,32,0,16.2,0.3,-0.92,Dropout,16,22,9,12.21428571
1,16,9500,1,1,127,1,2,38,4,9,119,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate,16,24,14,12.6
1,42,9773,1,6,120,1,34,34,0,0,122,1,0,0,1,0,0,34,0,7.6,2.6,0.32,Graduate,20,23,19,12.26666666
1,16,9773,1,1,136,1,38,14,0,0,129.7,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate,12,12,12,13.08333333
1,43,9238,1,1,110,1,37,37,9,7,112.5,1,0,0,1,0,1,53,0,9.4,-0.8,-3.12,Graduate,14,25,13,11
1,1,9500,1,1,136,1,19,19,4,7,136,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate,15,15,15,14.68214285
1,1,9773,1,1,145,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate,12,22,8,12.125
1,1,9773,1,1,159,1,1,19,9,9,151.3,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate,12,12,12,14.33333333
1,39,171,1,1,147,1,37,38,175,193,133.3,0,0,0,0,0,0,32,0,16.2,0.3,-0.92,Dropout,0,0,0,0
1,43,9500,1,1,150,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,12.7,3.7,-1.7,Graduate,16,16,14,14.42857143
1,7,8014,0,3,140,1,37,12,9,4,140,0,0,0,0,0,0,26,0,9.4,-0.8,-3.12,Dropout,10,19,0,0
1,42,9085,1,39,150,1,1,1,4,7,150,1,0,0,1,0,0,26,0,15.5,2.8,-4.06,Graduate,31,72,31,12.1474359
2,44,9991,0,39,130,1,1,37,4,9,130,0,0,0,0,0,0,21,0,15.5,2.8,-4.06,Dropout,10,22,4,12.16666667
1,17,9773,1,1,120,1,37,37,5,5,125.3,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate,12,18,12,12.75
1,43,9070,1,39,130,1,19,37,5,9,124,1,0,0,1,0,1,21,0,15.5,2.8,-4.06,Graduate,24,24,23,12.93939394
1,1,9254,1,1,112,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Enrolled,12,20,10,10.91666667
1,17,9670,1,1,128,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate,12,12,12,13.5
1,17,9147,1,1,114,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout,10,18,4,12
1,43,9238,1,1,118,1,38,38,5,5,110,0,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate,12,19,11,11.31428572
1,7,9500,1,3,130,1,37,38,7,7,130,1,0,0,1,0,0,27,0,9.4,-0.8,-3.12,Graduate,16,16,16,12.8875
1,1,9500,1,1,145,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Graduate,14,14,12,12.95
1,1,9147,1,1,121,1,19,19,9,9,126.3,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Dropout,10,17,1,5
1,1,9500,1,1,114,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate,15,15,15,12.82214286
1,1,9670,1,1,127,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Dropout,12,13,0,0
1,17,9238,1,1,145,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate,12,23,11,11.35714286
1,17,9238,1,1,130,1,19,1,5,5,130,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Enrolled,12,23,7,10.625
1,1,171,1,1,150,1,38,19,7,10,134.6,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Dropout,0,0,0,0
1,1,9853,1,1,145,1,37,37,9,5,146.8,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate,12,12,12,13.25
1,1,9085,1,1,128,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate,10,12,9,13.075
2,39,9991,0,1,140,1,37,37,9,9,120,0,0,0,0,0,0,38,0,12.7,3.7,-1.7,Dropout,10,15,7,10.8
4,39,8014,0,1,130,1,37,37,9,7,138,0,0,0,1,0,0,42,0,8.9,1.4,3.51,Graduate,12,14,11,11.6
1,39,9500,1,1,140,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,13.9,-0.3,0.79,Dropout,15,0,0,0
1,15,9773,1,1,120,26,19,19,4,5,120,1,0,0,1,0,0,22,1,12.4,0.5,1.79,Graduate,12,12,12,13.33333333
2,39,9991,0,1,147,1,34,34,90,90,111.7,1,0,0,1,0,0,28,0,7.6,2.6,0.32,Dropout,10,15,0,0
2,39,8014,0,9,133.1,1,37,37,8,10,100,1,0,0,1,0,0,37,0,9.4,-0.8,-3.12,Dropout,12,0,0,0
2,44,9003,1,39,160,1,37,38,9,4,160,0,0,0,1,0,0,43,0,15.5,2.8,-4.06,Graduate,12,17,12,14.58333333
6,39,8014,0,1,133.1,1,37,1,9,7,114.8,0,0,0,1,0,1,41,0,13.9,-0.3,0.79,Graduate,12,16,11,12.58333333
4,39,8014,0,19,140,1,37,37,9,3,131,0,0,0,1,0,1,29,0,10.8,1.4,1.74,Graduate,12,20,9,11.075
1,39,8014,0,1,133.1,1,37,37,9,9,97,0,0,0,1,0,1,35,0,10.8,1.4,1.74,Graduate,12,15,12,11.16666667
1,17,9238,1,1,131,1,1,3,4,2,131.7,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Dropout,12,16,8,12
1,39,9500,1,19,133.1,1,37,37,9,6,120,0,0,0,0,0,1,39,0,16.2,0.3,-0.92,Dropout,14,23,5,11
4,39,9991,0,1,120,1,37,37,9,9,110,0,0,0,1,0,0,37,0,12.7,3.7,-1.7,Enrolled,10,21,5,10.66666667
1,39,9500,1,1,130,1,37,37,9,7,133,1,0,0,1,0,1,26,0,7.6,2.6,0.32,Graduate,14,14,12,13.7
1,7,9085,1,3,140,1,19,20,4,90,140,1,0,0,1,0,0,32,0,10.8,1.4,1.74,Dropout,10,20,1,7
2,39,8014,0,1,133.1,1,37,37,6,8,100,0,0,1,1,0,0,37,0,13.9,-0.3,0.79,Enrolled,15,22,13,11.77083333
1,39,9085,1,1,140,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,8.9,1.4,3.51,Enrolled,12,23,0,0
1,1,9238,1,1,133.1,1,19,37,0,0,137,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout,12,10,0,0
1,1,9147,1,1,125,1,37,38,7,7,122.2,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled,10,18,3,11.75
1,1,9853,1,1,115,1,19,38,9,9,108,0,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate,14,17,13,13.14285715
2,7,9670,1,3,110,1,37,37,7,7,110,0,0,0,1,0,0,32,0,13.9,-0.3,0.79,Graduate,19,25,16,14.35555555
2,39,9147,1,1,140,1,37,37,9,9,127.7,1,0,0,1,0,0,31,0,7.6,2.6,0.32,Dropout,10,17,5,11.25
1,39,9500,1,1,100,1,3,1,2,5,121.3,1,0,0,1,0,0,34,0,10.8,1.4,1.74,Enrolled,16,22,14,11.70571429
1,1,171,1,1,145,1,1,1,3,3,140.1,1,0,0,1,0,0,20,0,8.9,1.4,3.51,Graduate,23,26,23,13.79166667
1,39,9500,1,19,133.1,1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,13.9,-0.3,0.79,Dropout,14,25,2,10.375
1,44,9991,0,39,150,1,37,37,6,6,150,0,0,0,1,0,0,31,0,9.4,-0.8,-3.12,Enrolled,13,16,13,12.71428571
1,1,9773,1,1,145,1,19,38,4,10,131.7,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled,12,15,10,12.45833333
4,39,8014,0,19,133.1,1,37,37,90,7,110,0,0,0,0,0,0,31,0,9.4,-0.8,-3.12,Dropout,12,17,8,11.2
1,1,9773,1,1,110,1,19,19,5,5,105.5,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate,12,14,11,12.7
1,1,9238,1,1,128,1,37,19,9,4,127.3,1,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate,12,16,12,13.14285715
2,39,9238,1,19,133.1,1,37,37,9,9,130,1,0,0,1,0,0,31,0,9.4,-0.8,-3.12,Enrolled,11,21,0,0
1,7,9085,1,3,130,1,1,19,9,10,130,0,0,0,1,0,0,34,0,15.5,2.8,-4.06,Dropout,12,0,0,0
1,16,9556,1,1,137,1,37,37,9,7,122.7,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate,15,15,15,15.68035714
1,17,9254,1,1,123,1,37,37,7,7,113.9,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate,12,12,12,12.91666667
1,1,9147,1,1,156,1,3,19,3,3,151.1,0,0,1,1,1,0,19,0,16.2,0.3,-0.92,Graduate,10,18,10,13.21666667
1,17,9773,1,1,133.1,1,3,5,0,2,125.8,1,0,0,0,1,1,22,0,7.6,2.6,0.32,Dropout,8,16,0,0
2,43,9670,1,1,100,1,34,34,0,0,128.2,0,0,0,1,1,0,32,0,7.6,2.6,0.32,Graduate,19,21,14,11.45
1,39,9147,1,1,140,1,37,3,9,2,135.1,0,0,0,1,1,0,61,0,15.5,2.8,-4.06,Dropout,10,0,0,0
1,39,9991,0,1,130,1,37,37,9,9,120.2,1,0,0,1,1,0,30,0,7.6,2.6,0.32,Graduate,10,12,10,11.3
2,39,9991,0,1,133.1,1,37,37,9,9,132.8,0,0,1,0,1,0,45,0,12.4,0.5,1.79,Dropout,10,20,0,0
1,44,9003,1,39,140,1,1,19,4,8,140,0,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate,12,13,12,13.11904762
1,18,9500,1,1,137,1,19,1,1,10,129.3,0,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Dropout,15,0,0,0
1,42,9119,1,1,120,1,3,1,2,9,108.2,1,0,0,1,1,0,26,0,7.6,2.6,0.32,Dropout,21,25,8,11.625
1,17,9670,1,1,125,1,1,1,4,90,125.4,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout,10,11,4,12.16666667
1,17,9773,1,1,130,1,19,37,9,9,140.2,0,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate,12,13,12,11.83333333
1,1,9773,1,1,115,1,38,1,9,4,116.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate,12,13,11,12.75
1,1,9147,1,1,150,1,1,19,5,5,137.8,1,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate,10,12,10,12.93333334
1,1,9670,1,1,134,1,14,11,0,0,128.4,1,0,0,0,1,0,19,0,7.6,2.6,0.32,Dropout,9,9,0,0
1,39,9670,1,1,120,1,34,34,0,0,106,1,0,0,0,1,0,28,0,7.6,2.6,0.32,Dropout,10,15,5,11.58333333
1,43,9147,1,1,141,1,37,37,9,9,130.2,0,0,0,1,1,0,24,0,9.4,-0.8,-3.12,Graduate,29,30,29,13.55476191
1,1,9130,1,1,133,1,3,1,2,4,126,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate,10,12,8,13.43333334
1,1,9119,1,1,149,1,38,38,5,5,141,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled,10,18,4,12.08333333
1,1,9773,1,1,121,1,1,3,3,7,113,1,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate,12,19,11,10.93333334
1,44,9003,1,39,120,1,4,1,2,8,120,0,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate,12,18,10,12.9
2,39,9991,0,1,148,1,19,37,9,5,130.9,0,0,0,0,1,0,28,0,12.4,0.5,1.79,Dropout,10,11,0,0
1,39,9003,1,12,133.1,1,37,19,9,10,120,0,0,0,1,1,0,58,0,13.9,-0.3,0.79,Dropout,12,15,0,0
2,39,9991,0,1,135,1,34,34,0,0,134.1,1,0,0,0,1,0,49,0,7.6,2.6,0.32,Dropout,10,10,0,0
1,39,9119,1,1,150,1,1,38,3,5,120,0,0,0,1,1,0,24,0,15.5,2.8,-4.06,Enrolled,10,15,5,10.58333333
1,43,9670,1,1,130,1,34,34,0,0,114.8,0,0,0,1,1,0,25,0,7.6,2.6,0.32,Graduate,10,10,8,14.25
4,42,9147,1,1,133.1,1,37,38,7,3,123,1,0,0,1,1,0,33,0,7.6,2.6,0.32,Dropout,10,10,1,5
2,39,9119,1,19,133.1,1,37,37,7,7,118,0,0,0,0,1,0,33,0,9.4,-0.8,-3.12,Dropout,10,16,0,0
2,43,9853,1,1,110,1,37,37,7,7,100,0,0,0,1,1,0,40,0,13.9,-0.3,0.79,Graduate,6,9,5,15.75
2,39,9991,0,1,170,1,37,19,9,3,151.1,0,0,0,1,1,0,48,0,16.2,0.3,-0.92,Graduate,10,17,10,11.70535715
1,17,9119,1,1,120,1,1,19,9,3,116.9,1,0,1,0,1,0,18,0,8.9,1.4,3.51,Enrolled,10,18,6,11.16666667
1,39,9500,1,19,133.1,1,38,38,9,8,106,1,0,0,1,1,0,24,0,7.6,2.6,0.32,Graduate,14,14,12,12.66666667
2,1,9085,1,1,139,1,19,19,192,144,127.1,0,0,0,1,1,1,23,0,10.8,1.4,1.74,Graduate,10,13,9,12.525
1,39,9991,0,19,133.1,1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,10.8,1.4,1.74,Dropout,10,13,10,12.63333334
1,18,9003,1,1,133.1,1,1,38,9,6,101,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,Graduate,20,30,17,12.075
1,42,9119,1,6,120,1,35,35,6,6,128.2,1,0,0,1,1,0,34,0,7.6,2.6,0.32,Dropout,11,16,6,10.875
2,39,9991,0,1,100,1,19,19,4,4,113,0,0,0,1,1,1,41,0,8.9,1.4,3.51,Enrolled,10,15,9,11.2
1,1,9773,1,1,134,1,1,38,4,5,122.8,0,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate,12,12,12,12.25
2,39,9991,0,1,130,1,38,38,9,3,145.6,0,0,0,1,1,0,34,0,13.9,-0.3,0.79,Enrolled,10,20,8,11.29166667
1,1,9147,1,1,128,1,1,1,2,10,116.5,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout,10,16,3,13
1,1,9500,1,1,154,1,19,19,3,3,142,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate,16,16,14,13.71428571
1,7,9003,1,4,150,1,1,1,4,6,150,0,0,0,1,1,0,28,0,16.2,0.3,-0.92,Graduate,12,26,12,15.3375
1,17,9070,1,1,134,1,1,1,5,0,133.3,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout,12,13,5,5.4
1,1,9238,1,1,127,1,2,2,3,4,115.8,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Dropout,12,23,5,11
1,17,9085,1,1,133.1,1,19,38,9,1,100,1,0,1,0,1,0,19,0,12.4,0.5,1.79,Dropout,12,29,7,13
1,17,9500,1,1,130,1,1,3,9,2,128.6,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate,15,18,15,15.52792208
1,1,9130,1,1,135,1,3,3,2,2,137.1,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate,12,16,11,13.4
1,1,9773,1,1,143,1,1,3,3,3,149,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Dropout,12,15,12,11.21428571
1,44,9238,1,39,150,1,3,19,4,9,147,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate,12,12,12,13.83333333
2,7,9238,1,3,150,1,37,37,191,192,150,0,0,0,1,0,0,31,0,12.7,3.7,-1.7,Graduate,12,22,10,13.55
1,39,8014,0,1,130,1,37,37,9,8,103.5,0,0,0,1,0,1,33,0,12.7,3.7,-1.7,Graduate,12,12,12,14.25
1,1,9500,1,1,113,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,12.4,0.5,1.79,Enrolled,14,18,11,14.005
1,44,9085,1,39,130,6,19,1,6,4,130,1,0,0,1,0,0,22,1,12.4,0.5,1.79,Enrolled,12,31,7,12.15
1,17,9254,1,1,115,1,1,19,3,3,109.4,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate,12,16,11,13.03333334
1,1,9070,1,1,146,1,34,34,0,0,143.6,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Dropout,12,12,12,12.75
1,17,9070,1,1,132,1,38,1,5,5,124.3,0,1,0,1,0,0,18,0,15.5,2.8,-4.06,Dropout,12,0,0,0
1,1,9670,1,1,116,1,19,38,9,9,119.5,1,0,0,0,0,0,18,0,8.9,1.4,3.51,Dropout,12,0,0,0
1,1,171,1,1,163,1,3,4,2,5,175.6,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate,0,0,0,0
1,17,9147,1,1,122,1,19,19,7,7,116.1,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate,10,13,8,11.1
1,17,9238,1,1,136,1,1,3,3,4,126.6,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Dropout,12,13,12,16.96428572
1,17,9085,1,1,142,1,3,19,5,5,130.8,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate,10,14,8,12.83333333
1,17,9500,1,1,139,1,37,37,9,6,133.5,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate,16,16,14,15.22857143
1,53,9238,1,42,140,1,37,37,9,10,136.9,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate,18,19,18,13
