marital_status,course,daytime_evening,previous_qualification,previous_grade,nationality,admission_grade,special_needs,gender,scholarship,enrollment_age,international,enrolled_units,units_evaluations,aproved_units,grade
1,9130,1,1,130,1,123.8,0,0,0,18,0,10,13,9,12
1,9773,1,1,127,1,120,0,0,0,18,0,12,6,0,0
1,9238,1,1,143,1,126.9,0,0,0,18,0,12,20,11,11.33333333
1,9773,1,1,130,1,121.3,0,0,0,20,0,12,20,11,11.78571429
1,9500,1,1,136,1,129,0,0,1,19,0,15,17,15,12.92928572
1,9853,1,1,125,1,114.9,0,0,0,21,0,12,15,6,12.16666667
1,9670,1,3,110,1,106.5,0,0,0,20,0,12,15,0,0
1,9254,1,1,130,1,133.9,0,0,0,18,0,12,18,9,11.725
1,9773,1,1,135,1,124.9,0,0,1,20,0,12,13,12,12.75
1,9500,1,1,133,1,128.5,0,0,1,19,0,16,16,16,14.07125
1,9085,1,6,122,1,126.2,0,0,0,22,0,10,23,9,13.725
1,9130,1,1,122,1,121.7,0,0,0,22,0,8,2,0,0
1,9853,1,1,121,1,120,0,0,0,18,0,12,18,7,11.125
1,9147,1,1,123,1,113.2,0,0,0,21,0,20,34,13,10.86904762
1,9238,1,1,128,1,120.3,0,0,0,19,0,12,20,7,12.3
1,9500,1,1,124,1,123.3,0,0,1,20,0,16,16,14,14.90142857
1,9500,1,1,135,1,126.3,0,0,1,18,0,15,17,15,12.54777778
1,9991,0,42,110,1,128.2,0,0,0,22,0,17,17,12,10.8
1,9085,1,1,138,1,134.9,0,0,0,20,0,10,16,9,12.53333334
1,9003,1,39,140,1,140,0,0,0,19,0,12,14,12,12.33333333
1,9500,1,1,126,1,115.5,0,0,1,19,0,15,18,14,12.73214286
1,9500,1,1,113,1,106.7,0,0,1,20,0,14,18,11,12.56
1,9991,0,1,120,1,140,0,0,0,25,0,10,22,6,11
1,9500,1,1,145,1,136.6,0,0,1,19,0,15,22,13,13.90904762
1,9500,1,1,124,1,119.3,0,0,0,19,0,16,16,16,13.11625
1,9070,1,1,160,1,152,0,0,0,19,0,11,5,0,0
1,9500,1,1,138,1,144.3,0,0,0,20,0,15,17,13,13.13571428
1,9556,1,1,130,1,159,0,0,0,25,0,15,32,12,11.77857143
1,9500,1,1,127,1,129.5,0,0,1,20,0,14,14,12,12.33333333
1,9238,1,1,170,1,140,0,0,0,24,0,12,19,9,16.075
1,9670,1,1,111,1,105.4,0,0,0,20,0,10,12,10,13.26666666
1,9500,1,1,100,1,136,0,0,0,21,0,15,17,15,13.92465278
1,9003,1,39,160,1,160,0,0,1,19,0,12,19,11,13
1,9773,1,1,152,1,139.1,0,0,1,19,0,12,12,12,13.16666667
1,9670,1,1,144,1,126.9,0,0,1,21,0,10,10,9,13.1
1,9500,1,3,133.8,1,184,0,0,0,28,0,15,18,15,16.79388889
1,9238,1,1,125,1,125,0,0,1,19,0,12,16,10,10.8
1,9147,1,1,150,1,138.5,0,0,1,18,0,10,11,10,13.8
5,9500,1,1,143,1,133.5,0,0,1,18,0,16,16,14,12.11428571
1,9500,1,1,145,1,141.5,0,0,1,18,0,16,16,16,13.05875
1,9500,1,1,120,1,130,0,0,0,22,0,16,16,14,13.28571429
1,9147,1,1,138,1,131,0,0,0,19,0,10,17,7,10.83333333
1,9500,1,1,145,1,145,0,0,1,18,0,15,15,15,14.61696429
1,9254,1,1,122,1,114.3,0,0,0,20,0,12,0,0,0
1,171,1,39,110,1,108.3,0,0,0,26,0,19,21,7,11.125
1,9070,1,1,136,1,125.2,0,0,1,18,0,12,14,12,13.8125
1,9254,1,1,145,1,131.7,0,0,1,21,0,12,19,9,11.91666667
1,9500,1,1,141,1,126.3,0,0,0,18,0,16,16,14,13.29714286
1,9085,1,1,149,1,147.6,0,0,0,20,0,12,23,12,14.08653846
1,9500,1,1,130,1,125.1,0,0,0,18,0,15,24,14,13.10166667
1,9147,1,1,121,1,123.8,0,0,1,19,0,10,13,8,11.7
1,9670,1,1,128,1,130.8,0,0,0,20,0,10,10,8,14.375
1,9853,1,1,152,1,154.1,0,0,1,18,0,12,13,12,12.95238095
1,9147,1,1,132,1,122.6,0,0,1,20,0,10,17,7,12.3125
1,8014,0,1,107,1,103.5,0,0,0,22,0,12,16,10,12.8
1,9991,0,1,141,1,100,0,0,0,21,0,10,14,9,11.45
1,9853,1,1,120,1,115.8,0,0,0,18,0,14,23,12,12.08333333
1,9500,1,1,148,1,133.8,0,0,0,18,0,16,16,14,13.48571429
1,9070,1,1,130,1,118.5,1,0,1,18,0,12,14,12,11.64285715
1,9147,1,1,112,1,107.8,0,0,0,19,0,10,18,6,12.38095238
1,9500,1,1,138,1,127.5,0,0,0,19,0,14,17,10,13.35
1,9500,1,1,135,1,120.5,0,0,0,19,0,16,22,14,13.25857143
1,9147,1,1,118,1,117.3,0,0,0,19,0,10,19,8,12.125
1,9254,1,1,123,1,120.6,0,0,0,19,0,12,24,4,10.83333333
1,9254,1,1,126,1,118.7,0,0,1,21,0,12,13,12,13.03571429
1,9773,1,1,150,41,130.8,0,0,1,20,1,12,18,10,11.81666667
1,9147,1,1,121,1,112.6,0,0,1,20,0,10,14,10,13.74285714
1,9991,0,19,133.1,1,117.2,0,0,0,41,0,10,14,10,11.4
4,9500,1,40,130,1,130,0,0,0,32,0,14,24,11,13.13125
1,9500,1,1,139,1,131.8,0,0,0,18,0,16,16,14,14.65285714
4,8014,0,1,160,1,97,0,0,1,35,0,12,15,12,11.33333333
1,9500,1,1,110,1,130,0,0,0,32,0,14,19,4,6.85
1,8014,0,40,140,1,148,0,0,0,37,0,19,19,19,14.23863637
2,9147,1,3,130,1,103.4,0,0,0,30,0,15,21,14,11.44642857
1,9773,1,1,132,1,127.1,0,1,0,23,0,12,20,11,12.66666667
1,9773,1,1,139,1,124,0,0,1,20,0,12,13,12,13.92857143
1,9670,1,1,135,1,121.4,0,1,0,21,0,10,13,8,11.625
1,9147,1,1,117,1,118.1,0,1,0,19,0,10,11,10,12.2
1,9500,1,1,137,1,121.3,0,1,1,18,0,16,16,14,15.07
1,9119,1,1,144,1,119.5,0,1,0,18,0,10,13,2,11
1,9991,0,1,130,1,115.2,0,1,0,24,0,10,11,9,12.33333333
1,9670,1,1,140,1,130.2,0,1,0,22,0,12,22,8,12.8
1,9254,1,1,130,1,130,0,1,0,18,0,12,14,7,11.125
1,9238,1,1,130,1,126.9,0,0,0,18,0,12,19,11,12.86904762
1,9070,1,1,152,101,168.5,0,1,0,21,1,12,13,10,14.4
4,9500,1,1,133.1,1,130,0,0,0,38,0,14,27,5,10.91666667
1,9556,1,1,140,1,122.8,0,0,1,19,0,15,22,15,12.56875
6,9500,1,1,133.1,1,110,0,0,0,36,0,14,26,7,11.91666667
1,9085,1,1,140,1,127.1,0,0,0,18,0,10,18,8,11.875
1,9500,1,1,133.1,1,108.5,0,0,0,19,0,15,21,13,12.253125
1,9085,1,42,140,1,138.2,0,0,0,21,0,19,32,13,13.475
1,9500,1,1,133.1,1,96,0,0,0,19,0,15,21,12,12.76583333
1,9238,1,1,135,1,124.5,0,0,1,18,0,12,19,11,11.71428571
2,9500,1,3,120,1,120,0,0,0,45,0,21,23,21,12.83409091
1,9147,1,1,140,1,132.3,0,0,0,20,0,10,19,2,10.5
1,9254,1,1,128,1,120.7,0,0,0,18,0,12,18,10,11.58333333
1,9670,1,1,141,1,132.6,0,0,1,18,0,12,15,12,13.57142857
1,9130,1,3,140,1,140,0,0,0,25,0,10,18,0,0
1,9500,1,1,139,1,124.5,0,0,0,19,0,16,18,14,12.04142857
1,9254,1,40,130,1,130,0,0,0,39,0,25,30,25,14.17628205
2,9003,1,1,130,1,144,0,0,0,29,0,31,33,31,15.37606838
1,9853,1,1,125,1,128.5,0,0,0,18,0,14,17,13,12.10714286
1,9070,1,3,140,1,140,0,0,0,23,0,9,3,2,5
1,9853,1,1,120,1,113.9,0,0,0,21,0,12,21,7,11.29166667
1,9238,1,1,147,1,137.2,0,0,0,18,0,12,12,12,14.83333333
1,9085,1,40,140,1,140,0,0,0,23,0,12,15,12,15.97321429
1,9130,1,1,161,1,152.3,0,0,0,18,0,12,14,12,15.14285714
2,8014,0,19,133.1,1,112.5,0,0,0,32,0,12,15,11,12.98333334
2,9147,1,1,150,1,101,0,0,0,29,0,10,22,5,12.73333334
1,9238,1,1,113,1,112.3,0,0,1,20,0,12,16,9,11.675
1,9238,1,1,140,1,114,0,0,0,28,0,12,23,1,6.5
1,9147,1,3,130,1,130,0,0,0,27,0,10,20,7,12.8125
1,9500,1,1,120,1,121.5,0,0,0,22,0,28,28,24,12.33333333
2,9003,1,19,133.1,1,120,0,0,0,37,0,12,22,12,12.8875
1,8014,0,3,130,1,130,0,0,0,28,0,12,12,1,5.5
2,9003,1,1,120,1,125.7,0,0,0,43,0,12,23,8,11.375
1,9556,1,1,140,1,128,0,0,0,32,0,15,15,0,0
1,9238,1,1,123,1,113.2,0,0,1,20,0,12,24,9,11.125
4,9500,1,19,133.1,1,120,0,0,1,35,0,16,18,16,13.63
1,9670,1,1,130,1,117.8,0,0,0,21,0,10,15,7,12.25
1,9500,1,1,126,1,121.3,0,0,1,18,0,14,16,13,12.88095238
1,9500,1,1,176,1,169.7,0,0,1,18,0,15,16,15,16.63888889
1,9238,1,1,124,1,117.7,0,0,0,18,0,12,21,9,12
1,8014,0,39,120,1,121.8,0,0,0,22,0,12,13,12,12.89285715
1,9500,1,1,140,1,128.3,0,0,0,19,0,16,16,14,12.76428571
1,9147,1,1,143,1,132.2,0,0,1,18,0,10,14,10,12.95833333
1,9500,1,1,132,1,123.4,0,0,1,18,0,15,16,15,15.14380952
2,9991,0,19,133.1,1,121.7,0,0,0,31,0,10,14,0,0
2,8014,0,19,100,1,130,0,0,1,33,0,12,16,11,13.16666667
1,9500,1,1,137,1,126.5,0,0,1,19,0,16,16,16,13.57625
1,9238,1,1,153,1,159.7,0,0,1,18,0,12,13,12,15.48809524
1,9147,1,1,160,1,151.3,0,0,0,23,0,10,16,8,11.13333334
1,9238,1,1,145,1,138,0,0,0,20,0,12,17,11,11.6
1,9500,1,1,137,1,126.5,0,0,0,18,0,16,16,16,13.76375
1,9085,1,42,140,1,140,0,0,0,21,0,18,24,13,12.725
1,9238,1,1,120,1,112.3,0,0,1,22,0,12,20,10,11.45714286
1,9238,1,1,122,1,127.3,0,0,0,20,0,12,13,12,11.91666667
1,9500,1,3,130,1,130,0,0,0,23,0,14,16,12,14.35714286
1,9773,1,1,133.1,1,115,0,0,0,19,0,12,12,12,12.75
1,9500,1,1,150,1,131.5,0,0,0,19,0,16,16,14,13.92571429
1,9991,0,1,133.1,1,125.7,0,0,0,26,0,10,18,5,11.5
1,9500,1,1,141,1,126.8,0,0,0,18,0,15,16,15,13.59365079
1,9119,1,1,146,1,132.4,0,1,0,18,0,10,10,1,8
1,9003,1,39,150,1,150,0,1,0,20,0,12,18,12,13.1625
1,9670,1,1,133.1,1,95,0,1,0,19,0,12,13,0,0
1,9991,0,1,120,1,128.2,0,1,0,32,0,13,13,9,11.2
2,9130,1,1,150,1,130,0,1,0,31,0,9,21,5,11.33333333
1,9119,1,19,133.1,1,100,0,1,0,25,0,10,24,2,10.5
1,9085,1,39,140,1,159.9,0,0,0,21,0,12,24,10,13.33333333
2,9991,0,1,140,1,100,0,0,0,31,0,11,16,5,10.875
2,9853,1,1,133.1,1,116.5,0,0,0,34,0,14,18,2,11.5
1,9238,1,1,128,1,120,0,0,1,18,0,12,17,12,13.16666667
1,9238,1,1,117,1,117,0,0,0,19,0,12,0,0,0
1,9670,1,42,140,1,140,0,0,0,21,0,12,23,2,11.5
1,9853,1,1,124,1,118.1,0,0,0,18,0,12,21,8,12.4
1,9254,1,1,158,1,153.5,0,0,0,20,0,12,13,12,15.41666667
1,9773,1,1,137,1,127.9,0,0,0,20,0,12,13,12,12.3452381
1,9670,1,1,123,1,118.8,1,0,1,18,0,12,21,10,12.16666667
1,9238,1,1,126,1,126.7,0,0,0,19,0,12,18,10,12.04166667
1,9085,1,1,170,1,170,0,0,0,19,0,10,12,4,7.375
4,9130,1,1,133.1,1,110,0,0,1,30,0,12,23,1,5
1,9238,1,1,115,1,115,0,0,0,19,0,12,13,12,12.42857143
1,9556,1,1,132,1,119,0,0,0,19,0,15,17,15,12.73888889
1,9500,1,1,132,1,121.8,0,0,1,19,0,16,16,14,13.6
1,9085,1,1,143,1,133.4,0,0,0,19,0,12,15,12,15.9375
1,9238,1,1,137,1,131.4,0,0,0,20,0,12,16,11,11.65
1,9119,1,1,130,1,135,0,1,0,25,0,11,12,2,7
1,9773,1,1,121,1,122.8,0,1,0,19,0,12,0,0,0
2,9853,1,1,130,1,140,0,0,1,34,0,12,17,12,16.17142857
1,9500,1,1,135,1,125.3,0,0,1,18,0,16,16,14,11.78571429
1,9500,1,1,137,1,126.3,0,0,1,18,0,16,16,16,13.42375
1,9670,1,1,100,1,100,0,0,0,20,0,12,18,11,13.33333333
1,9500,1,1,127,1,121.3,0,0,1,20,0,16,16,14,12.46428571
1,9991,0,1,140,1,135,0,0,0,23,0,20,33,13,12.4875
1,9670,1,1,140,1,120,0,0,0,28,0,12,17,1,5
1,9773,1,1,121,1,113.7,0,0,0,18,0,12,18,11,12.51428572
1,9147,1,1,131,1,129.7,0,0,0,19,0,10,11,9,12.5
2,9147,1,1,151,1,132.1,0,0,0,34,0,10,13,6,11
2,9853,1,1,130,1,120.3,0,0,0,35,0,13,7,0,0
1,9991,0,40,120,1,120,0,0,0,32,0,10,15,10,11.96666667
1,9254,1,1,136,1,123.1,0,0,0,19,0,12,14,12,12.83333333
1,9670,1,1,125,1,119.4,0,0,0,18,0,12,17,9,13.13333334
2,9147,1,1,133.1,1,140,0,0,0,35,0,10,16,9,12.15
1,8014,0,1,133.1,1,116.5,0,1,1,24,0,12,16,8,11.875
1,9238,1,1,120,1,113,0,0,1,20,0,12,15,12,12.16964286
1,9773,1,1,143,11,133.9,0,1,1,18,1,12,14,12,13.25
1,9500,1,1,133.1,1,115.5,0,1,1,20,0,16,16,14,13.02428571
1,9254,1,1,121,1,116.5,0,1,0,18,0,12,12,0,0
1,9119,1,1,168,1,171.2,0,1,1,18,0,10,14,10,17.95238095
1,9670,1,1,124,1,119.1,0,1,1,20,0,10,14,8,11.25
1,9853,1,1,127,1,121.1,0,1,0,19,0,14,19,12,13.08333333
1,9070,1,1,129,1,132.9,0,1,1,20,0,12,15,11,12.5875
1,9238,1,1,137,1,132.8,0,1,0,19,0,12,14,12,12.33333333
1,9773,1,1,120,1,126.7,0,1,0,20,0,12,20,9,12.05
1,9500,1,1,110,1,105.8,0,1,0,22,0,15,17,13,14.05238095
1,9119,1,1,120,1,117.2,0,1,1,18,0,11,18,10,13.5625
1,9500,1,1,143,1,140,0,1,0,19,0,16,16,14,14.28571429
1,9003,1,39,120,1,120,0,1,0,22,0,12,27,5,10.875
1,9119,1,1,124,11,119.5,0,1,0,20,1,10,10,10,16.2
2,9003,1,1,168,1,153.9,0,1,0,34,0,12,7,0,0
2,8014,0,19,133.1,1,130,0,1,0,24,0,11,19,1,5
1,9670,1,1,150,1,107,0,1,0,26,0,10,10,0,0
1,9500,1,1,140,1,132.8,0,1,0,35,0,14,19,9,12.49
1,9991,0,1,145,1,127.5,0,1,0,22,0,10,16,10,12.11428572
1,9254,1,1,118,1,123.3,0,1,0,26,0,12,21,7,11
1,9147,1,1,123,1,122,0,1,0,19,0,10,12,3,6.166666665
1,9254,1,1,120,1,114.8,0,1,0,19,0,12,0,0,0
1,9670,1,1,126,1,111,0,1,0,21,0,19,21,18,12.71666667
1,9773,1,1,137,1,133.2,0,0,1,19,0,12,13,12,14.85714286
1,9773,1,1,130,1,123,0,0,0,18,0,12,13,12,12.75
1,9003,1,42,150,1,150,0,0,1,23,0,22,26,22,13.84230769
1,9147,1,1,147,1,132.3,0,0,1,18,0,10,11,10,12.8
1,9500,1,1,140,1,126,0,0,0,18,0,16,16,14,13.31428571
1,9500,1,1,132,1,119.3,0,0,0,19,0,16,16,14,11.98857143
1,9147,1,42,130,1,133.8,0,0,0,21,0,20,30,19,12.21717172
1,9085,1,1,130,1,126.5,0,0,1,18,0,12,21,12,15.16826923
1,9773,1,1,151,1,138.4,0,0,1,24,0,12,13,12,13.25
1,9500,1,1,144,1,129,0,0,0,18,0,15,17,15,13.03055556
1,9670,1,1,127,1,118.3,0,0,0,18,0,12,17,9,12.16666667
1,9500,1,1,131,1,129.8,0,0,0,20,0,15,18,13,14.51
1,9085,1,1,123,1,113.6,0,0,0,19,0,10,21,7,11.875
1,9773,1,1,130,1,128.3,0,0,1,18,0,12,27,6,11.33333333
1,9254,1,1,130,1,130,0,0,1,19,0,12,25,7,11.5
1,9853,1,1,131,1,121.9,0,0,0,19,0,12,17,10,11.9
1,9238,1,3,135,1,129.4,0,0,0,18,0,12,12,12,12.25
1,9853,1,1,123,1,115.3,0,0,0,20,0,14,16,12,13.75
1,9500,1,1,145,1,125.5,0,0,1,18,0,16,16,16,13.76375
1,9556,1,1,118,1,117.8,0,0,1,19,0,14,19,12,12.6
1,9147,1,1,125,1,118.7,0,0,0,18,0,10,27,6,11.33333333
1,9500,1,1,152,1,139,0,0,0,18,0,14,14,12,14.33333333
1,9085,1,1,101,1,98.9,0,0,0,21,0,12,25,6,12.58333333
1,9254,1,1,137,1,137.7,0,0,0,19,0,12,27,1,5
1,9500,1,1,123,1,113.6,0,0,0,21,0,15,17,15,14.65923611
1,9085,1,1,120,1,113.4,0,0,0,18,0,12,31,7,12.625
1,9556,1,1,131,1,128.5,0,0,1,18,0,15,17,15,13.38402778
1,9500,1,1,141,1,142.8,0,0,0,18,0,15,16,15,13.84722222
1,9130,1,1,144,1,137.7,0,0,0,23,0,10,19,1,6
1,9238,1,1,107,1,103.5,0,0,0,20,0,12,22,7,11.6
1,9500,1,1,133,1,123.2,0,0,0,18,0,15,16,15,13.30952381
1,9853,1,1,126,1,126,0,0,0,19,0,12,17,10,11.7
1,9500,1,1,133.1,1,121.7,0,0,1,27,0,14,17,12,12.14285715
1,9147,1,1,147,1,142.8,0,0,1,19,0,10,10,9,12.4
1,9130,1,1,120,1,120,0,0,0,21,0,12,27,10,11.25
1,9500,1,1,130,1,119.3,0,0,1,19,0,16,16,14,11.4
1,9238,1,1,120,1,121,0,0,1,21,0,12,14,12,11.83333333
1,9773,1,1,138,1,139.4,0,0,0,18,0,12,17,9,12.5
1,9085,1,1,124,1,113.9,0,0,1,20,0,10,16,9,13.5
1,9853,1,1,133,1,124.6,0,0,1,18,0,12,17,10,13.25
1,9070,1,1,122,1,123.8,0,0,1,18,0,12,14,12,11.41666667
1,9085,1,1,138,1,126.3,0,0,0,18,0,12,17,12,13.66666667
1,9773,1,1,134,1,120.4,0,0,1,18,0,12,12,12,12.91666667
1,9500,1,1,128,1,120.5,0,0,1,19,0,14,17,12,12.77
1,9085,1,42,140,1,144.9,0,0,0,23,0,20,33,19,13.25
1,9085,1,19,133.1,1,139.9,0,0,1,24,0,12,18,12,12.66666667
1,9500,1,1,141,1,126,0,0,0,18,0,16,16,14,15.65714286
1,9070,1,1,145,1,133.5,0,0,0,19,0,12,12,12,11.75
1,9853,1,1,145,1,127.9,0,0,0,19,0,12,0,0,0
1,9238,1,1,108,1,105.9,0,0,1,20,0,12,20,10,10.88333334
1,9085,1,1,132,1,124.3,0,0,0,20,0,12,21,11,13.04761905
1,9773,1,1,140,1,102.5,0,0,0,26,0,12,20,4,5.875
1,9254,1,19,133.1,1,97,0,1,0,36,0,10,15,0,0
1,9119,1,1,120,1,113.8,0,1,0,27,0,10,0,0,0
1,9119,1,1,120,1,116.9,0,1,0,18,0,10,14,1,6.5
1,9500,1,1,139,1,124,0,1,1,18,0,16,16,14,13.33142857
1,9070,1,1,139.3,1,117.5,0,1,0,28,0,12,0,0,0
1,9500,1,1,138,1,141,0,1,0,19,0,14,14,12,13.7
1,9670,1,9,133.1,1,120,0,1,0,26,0,10,10,0,0
1,9119,1,1,136,1,133.6,0,1,0,20,0,16,21,15,13.66477272
1,9500,1,1,134,1,122,0,1,0,19,0,16,16,14,12.2
1,9147,1,1,140,1,120,0,1,0,21,0,10,18,7,10.5
1,9670,1,42,110,1,114.2,0,1,1,23,0,12,14,11,12.92857143
1,8014,0,38,133.1,1,95.5,0,1,0,29,0,12,17,12,13
1,9500,1,1,129,1,120,0,1,0,20,0,16,16,14,15.02857143
1,9238,1,1,116,1,111.1,0,1,0,18,0,12,15,12,11.85714286
1,9773,1,1,130,1,128.6,0,1,0,19,0,12,16,10,12.2
1,9556,1,3,130,1,130,0,1,0,23,0,15,15,6,12.5
1,9147,1,1,136,1,122.7,0,1,0,18,0,10,13,9,12.25
1,9070,1,1,117,1,131,0,1,0,21,0,12,13,1,7
1,9238,1,1,141,1,125,0,1,0,22,0,12,13,0,0
1,9556,1,1,133.1,1,106,0,1,0,21,0,14,19,12,12.47916667
1,9500,1,1,133.1,1,128,0,1,0,32,0,15,0,0,0
1,9003,1,3,120,1,120,0,1,0,27,0,31,37,31,11.24898786
1,9500,1,1,148,1,134.8,0,1,0,18,0,14,14,12,13.35
1,9070,1,1,130,1,112,0,1,1,24,0,12,12,8,15.5
1,9130,1,1,120,1,116.1,0,1,0,22,0,10,14,2,5.25
1,9130,1,1,120,1,120,0,1,0,22,0,10,6,0,0
1,9147,1,1,133,1,119.7,0,1,0,19,0,10,14,10,12.54166667
1,9119,1,1,129,1,117.1,0,1,0,19,0,10,15,0,0
1,9085,1,1,118,1,112.4,0,1,0,21,0,10,22,7,11.05
1,9500,1,1,140,1,131,0,0,1,18,0,16,16,16,13.88125
1,9254,1,1,127,1,130.9,0,0,0,18,0,12,16,11,11.96666667
1,9238,1,1,132,1,127.1,0,0,0,19,0,12,14,12,13.26190477
1,9773,1,1,113,1,110.2,0,0,0,19,0,12,12,11,12.05
1,9254,1,1,115,1,108.7,0,0,1,18,0,12,15,11,11.36666667
1,9130,1,1,133.1,1,138,0,0,0,20,0,12,21,12,13.16666667
1,9070,1,39,150,1,147.7,0,0,1,22,0,16,16,16,13.67460318
2,9556,1,19,133.1,1,123,0,0,0,31,0,14,21,13,12.03095238
1,9853,1,1,141,1,142.8,0,0,1,19,0,14,14,14,14.28571429
1,9254,1,1,136,1,125.2,0,0,1,18,0,12,17,11,12.34285715
1,9085,1,1,140,1,141.8,0,0,0,21,0,10,12,10,14.1
1,9500,1,1,143,1,130.6,0,0,1,18,0,15,17,15,14.109375
1,9147,1,39,130,22,130,0,1,0,25,1,10,11,0,0
1,9119,1,1,133.1,41,100,0,1,0,21,1,11,13,0,0
1,9500,1,1,129,1,119,0,0,1,19,0,16,16,14,12.34285714
1,9773,1,1,132,1,124.3,0,0,0,19,0,12,13,10,11.5
1,9254,1,1,118,1,122.2,0,0,0,22,0,12,24,5,10.75
1,9147,1,1,150,1,150,0,1,0,19,0,10,13,10,11.1
1,8014,0,19,133.1,1,135.5,0,0,0,58,0,12,12,0,0
1,9238,1,1,122,1,127.3,0,0,1,19,0,12,14,10,11.625
1,9670,1,1,127,22,127,0,1,0,23,1,19,21,16,11.1
1,9773,1,1,122,1,126.9,0,0,1,19,0,12,22,7,11.33333333
1,9500,1,1,131,1,127.5,0,0,0,18,0,15,15,15,13.98482143
1,9085,1,1,130,1,122,0,0,0,20,0,10,14,9,12.46666667
1,9085,1,1,130,1,115.8,0,0,0,18,0,12,0,0,0
1,9670,1,1,130,1,121.6,0,0,0,18,0,12,14,11,13.63333334
1,9147,1,1,122,1,116.4,0,0,1,18,0,10,10,10,11.7
1,9130,1,1,114,1,120,0,0,0,24,0,12,19,11,12.70238095
1,9853,1,1,143,1,127.3,0,0,0,18,0,12,14,10,11.6
1,9147,1,1,127,1,123.5,0,0,1,19,0,10,16,8,12.13333334
1,9238,1,1,141,1,125.6,0,0,1,19,0,12,14,12,11.58333333
1,9254,1,1,129,1,118.5,0,0,0,18,0,12,12,12,11.08333333
1,9130,1,1,140,1,129.5,0,0,0,18,0,10,15,9,13.45
1,9085,1,1,140,1,140,0,0,0,22,0,12,18,10,12.41666667
1,9254,1,1,143,1,133.2,0,0,0,19,0,12,25,7,13.45
3,9238,1,1,138,1,133.5,0,0,1,21,0,12,21,7,11.225
1,9773,1,1,120,1,117.9,0,0,1,21,0,12,13,11,12.91666667
1,9500,1,1,144,1,128,0,0,1,18,0,16,22,14,12.90857143
1,9853,1,1,123,1,113.2,0,0,0,20,0,12,23,5,11
1,9254,1,1,129,1,122,0,0,1,18,0,12,17,11,10.91666667
1,9070,1,1,152,1,156.9,0,0,0,19,0,12,15,12,15.58333333
1,9500,1,1,130,1,125.1,0,0,1,18,0,15,20,12,12.84583334
1,9147,1,1,133.1,41,100,0,1,0,26,1,13,13,8,13.5
1,9119,1,1,160,32,160,0,0,0,19,1,11,22,4,12.25
2,8014,0,1,140,1,101,0,0,0,35,0,12,13,12,12.33333333
1,9670,1,1,133,1,121.5,0,0,1,19,0,12,13,12,13.66666667
1,9085,1,1,138,1,126.8,0,1,0,18,0,10,16,9,12.16071429
1,9670,1,1,142,1,132.9,0,1,0,19,0,10,10,8,13.375
1,171,1,1,115,1,134.3,0,1,0,25,0,34,41,34,11.83333333
1,9254,1,1,125,1,120.5,0,1,0,18,0,12,12,12,14.33333333
1,9003,1,1,170,1,144.1,0,1,0,26,0,12,18,0,0
1,9991,0,1,140,1,100,0,1,0,34,0,10,11,10,13.81666667
1,9254,1,1,110,1,114.8,0,1,0,18,0,10,11,0,0
1,9119,1,1,138,1,125.4,0,1,1,18,0,10,18,7,12.29166667
1,9003,1,39,140,1,140,0,1,0,20,0,12,24,6,12.58333333
1,9070,1,39,140,1,140,0,1,0,25,0,16,18,15,12.56349207
1,9130,1,1,132,1,127.8,0,1,0,18,0,12,19,11,12.08333333
1,9003,1,1,148,1,131.6,0,1,0,19,0,24,38,23,12.15384616
1,9238,1,1,126,1,129.9,0,1,1,20,0,13,15,12,11.58333333
1,9119,1,1,121,1,114,0,1,0,20,0,10,16,8,11.925
1,9147,1,1,120,1,113.4,0,1,1,19,0,10,10,0,0
1,9147,1,1,123,1,117.8,0,1,0,20,0,10,18,9,12.5
1,9500,1,1,122,1,114.3,0,1,0,18,0,15,20,12,13.00916667
1,9670,1,1,136,1,129.7,0,1,0,19,0,12,22,5,11.25
1,9147,1,1,119,1,112,0,1,0,20,0,10,5,0,0
1,9670,1,1,120,1,140,0,1,0,24,0,12,31,8,11.5
1,9003,1,39,150,1,150,0,1,0,20,0,12,19,11,12.57857143
1,9670,1,1,121,1,122.4,0,1,0,19,0,10,12,7,11.83333333
1,9119,1,1,140,1,150,0,1,0,23,0,10,18,3,11.5
1,9254,1,1,135,1,135,0,1,0,20,0,12,17,11,11.11666667
1,8014,0,1,116,1,116.2,0,1,0,21,0,22,28,19,12.60227272
1,9119,1,1,120,1,120.4,0,1,0,20,0,10,12,3,5.5
2,9119,1,1,126,1,122.9,0,1,0,21,0,10,17,8,13.725
1,9773,1,1,170,1,155,0,1,1,18,0,12,12,12,14.83333333
1,9254,1,1,123,1,123.4,0,1,0,18,0,12,14,12,13
1,9147,1,1,120,1,124.2,0,1,0,18,0,10,22,9,11.7
1,9003,1,39,130,1,130,0,1,0,20,0,12,23,9,11.55
1,9773,1,1,130,1,126.2,0,1,1,18,0,12,15,12,11.80952381
1,9773,1,1,117,1,120.5,0,1,0,19,0,12,12,0,0
1,9119,1,1,131,1,123.7,0,1,0,20,0,10,15,6,12.25
1,9130,1,1,130,1,122.5,0,1,0,19,0,10,20,9,12.3
1,9991,0,1,133,1,139.2,0,1,0,33,0,10,20,4,12
1,171,1,1,128,1,131.2,0,1,0,21,0,23,28,23,13.33333333
2,9003,1,1,133.1,1,120,0,1,0,25,0,12,30,2,7.25
